0,116.76470588235294
1,155.84540941128105
2,263.5388111842169
3,515.528293674283
4,1874.8373772593418
5,587.8610353228033
6,2088.646926638302
7,1539.0415843390153
8,2167.751453113182
9,2597.96526731866
10,2828.0032396322927
11,3079.1466021834094
12,3330.8241746101216
13,3473.0641537951537
14,3555.917684702368
15,3608.827724758949
16,3404.351106753084
17,3243.604724254742
18,3095.7627018668272
19,2959.526729389838
20,2833.7550324590334
21,2716.3950559979417
22,2609.35238191451
23,2511.161642375869
24,2419.9348109786188
25,2335.7214924047
26,2257.78915401242
27,2186.421139839596
28,2120.709669199891
29,2059.490844731373
30,2002.6430030806805
31,1947.7373010594604
32,1892.4792621589709
33,1837.540372622391
34,1782.9784723855262
35,1729.131397720056
36,1677.5441646951817
37,680.1649554735851
38,304.77901039754465
39,542.4085220877143
40,1821.4342878501002
41,733.5209414637496
42,548.9372082266096
43,1183.2717487530067
44,881.0844062223707
45,1286.446010321749
46,544.6218293733913
47,1516.1999941307643
48,826.8070277177411
49,737.161200066769
50,920.8728768517931
51,1077.884726210199
52,1064.886486958137
53,1169.7570284317376
54,1161.3010429228675
55,1241.0717955135494
56,684.6282239488463
57,946.884959416692
58,1129.3767929646276
59,1029.484385470167
60,1247.4843635438194
61,696.8068932641522
62,1178.4223819497233
63,1535.8048156377927
64,486.7598718601266
65,453.6556148862827
66,681.9760323759167
67,768.1891466408932
68,665.4817085478596
69,869.7079260928484
70,858.4945089904128
71,768.1077366641323
72,1126.2431773747132
73,752.8127308700546
74,859.9534114938499
75,939.9041951459263
76,942.324499895635
77,997.9686667355783
78,1044.0291252947047
79,1015.6401796951291
80,1087.8785330402202
81,1041.1600849675574
82,1114.1568143742538
83,594.8799400445397
84,922.674086960127
85,717.15296324306
86,1028.8857324895835
87,1161.7464191183515
88,1053.9492268658576
89,1394.1520022860927
90,232.6900189786099
91,442.4300908566838
92,227.78870542723848
93,420.3159260332923
94,284.4385266788683
95,528.0031618333223
96,248.95706775370238
97,446.07196990063784
98,323.3131957931936
99,464.76538034281793
100,280.26578918568543
101,413.046881075721
102,321.4729830562142
103,429.5700285994518
104,271.01259140542777
105,419.99513334055587
106,303.55741371624543
107,472.1082103811542
108,252.88465292557646
109,453.7191804821366
110,314.2879073486139
111,474.87358688881625
112,276.53286719072236
113,492.4961290798683
114,321.4674747202071
115,563.966139928421
116,282.2404971826862
117,518.104035763374
118,339.6382661966842
119,504.3251690953026
120,312.1706019590127
121,496.7875186866387
122,335.17238562586317
123,526.237188750599
124,307.68045830274235
125,490.8532363720716
126,339.57553977236086
127,517.5030027983752
128,308.10730717270314
129,529.2191895114795
130,329.88994748084576
131,558.4818314626292
132,247.34726475629105
133,457.4160097291407
134,311.07362303788875
135,476.47960110871213
136,272.03147533555307
137,452.7910271496699
138,310.7977846243122
139,470.2367598098185
140,273.0508989285704
141,453.8522313118737
142,309.36985808519535
143,473.95492168647115
144,273.40930304842385
145,454.21683427937376
146,310.04556858403294
147,475.06504257520504
148,273.6654045806908
149,454.37455130951145
